Datum;Nummer 1;Nummer 2;Nummer 3;Nummer 4;Nummer 5;Nummer 6;Nummer 7;Nummer 8;Nummer 9;Nummer 10;Nummer 11;Nummer 12;Nummer 13;Nummer 14;Nummer 15;Nummer 16;Nummer 17;Nummer 18;Nummer 19;Nummer 20
2009-12-31;1;4;7;11;18;20;21;24;27;28;35;37;40;45;48;54;56;58;62;63
2009-12-30;1;7;8;13;14;15;19;23;24;26;32;35;41;43;45;46;56;59;60;70
2009-12-29;2;3;6;7;8;9;14;18;23;24;25;30;33;37;40;45;53;62;66;69
2009-12-28;7;8;9;12;16;17;19;26;28;30;31;33;42;48;55;56;58;61;65;70
2009-12-26;4;6;7;9;11;16;25;31;34;41;42;43;48;52;55;60;61;63;69;70
2009-12-24;7;8;14;17;24;26;27;28;37;38;42;45;50;52;53;56;57;58;60;61
2009-12-23;6;8;9;11;12;14;15;21;22;24;27;30;33;39;45;52;53;60;67;68
2009-12-22;6;8;14;17;20;23;24;26;29;30;32;39;43;47;59;61;65;67;68;70
2009-12-21;1;3;6;8;11;13;15;17;21;31;33;39;41;47;50;51;56;57;58;63
2009-12-19;1;5;7;8;16;18;20;24;27;34;36;44;48;51;54;55;58;65;67;68
2009-12-18;2;3;4;6;7;20;21;25;31;34;36;38;40;41;46;48;52;60;63;65
2009-12-17;4;8;14;21;22;29;30;32;40;42;43;46;47;51;54;60;61;64;69;70
2009-12-16;1;4;7;8;9;12;13;15;22;23;35;38;42;45;47;50;57;59;61;64
2009-12-15;2;7;9;10;13;27;34;39;44;45;53;55;60;61;64;65;66;67;69;70
2009-12-14;1;3;10;12;13;15;23;24;35;38;39;47;48;53;56;57;64;66;67;70
2009-12-12;5;10;11;13;16;18;21;27;32;36;38;39;41;48;50;52;58;61;65;68
2009-12-11;5;7;11;17;26;32;34;37;43;45;47;51;57;58;59;60;61;63;67;69
2009-12-10;2;9;11;12;13;20;21;25;33;36;40;42;45;47;49;53;59;63;68;69
2009-12-09;3;9;10;12;15;16;18;19;21;26;28;37;41;49;50;52;55;61;67;68
2009-12-08;1;2;12;15;16;22;25;26;35;40;46;47;49;50;54;57;58;63;66;70
2009-12-07;8;9;16;22;24;25;26;28;29;35;38;39;41;46;52;58;60;61;65;67
2009-12-05;1;4;6;10;11;14;16;22;30;32;37;38;39;53;54;60;61;62;65;68
2009-12-04;4;8;13;18;21;26;32;34;37;38;42;43;55;56;61;65;66;67;68;70
2009-12-03;1;5;12;15;17;18;20;24;29;35;36;38;43;49;51;52;53;64;65;66
2009-12-02;3;9;11;13;15;17;18;21;23;28;30;36;37;38;44;45;50;51;52;53
2009-12-01;8;10;12;13;15;16;20;23;28;37;38;39;40;41;46;51;61;62;66;68
2009-11-30;6;8;9;10;15;19;23;30;32;38;42;43;44;47;50;53;61;63;65;69
2009-11-28;2;4;9;13;16;25;26;33;34;36;40;43;49;51;53;54;55;56;59;63
2009-11-27;11;12;14;15;22;24;26;31;33;34;42;51;54;55;58;59;62;63;65;69
2009-11-26;6;9;12;14;15;20;24;25;26;28;30;31;36;39;41;44;48;49;50;66
2009-11-25;1;4;7;10;12;19;21;23;27;33;35;40;42;47;48;52;53;59;60;65
2009-11-24;1;2;6;14;22;27;28;29;32;33;35;41;42;43;44;46;48;49;50;70
2009-11-23;4;5;10;14;16;19;20;26;29;30;36;42;43;47;53;54;58;59;66;69
2009-11-21;3;4;6;7;9;24;30;35;36;37;38;40;42;44;45;47;51;62;64;65
2009-11-20;8;9;10;13;14;15;16;18;21;25;26;31;46;51;55;62;64;65;67;70
2009-11-19;5;10;12;23;25;33;35;36;38;43;45;51;52;54;55;56;62;63;67;69
2009-11-18;1;3;6;14;16;24;35;39;43;45;47;48;49;51;52;55;58;61;65;66
2009-11-17;4;8;10;11;12;15;19;22;24;32;39;41;47;55;58;61;62;65;66;67
2009-11-16;6;8;12;15;18;22;24;27;30;31;34;39;40;41;42;48;56;60;62;68
2009-11-14;2;6;7;9;18;23;24;32;34;35;36;46;47;48;50;54;60;61;69;70
2009-11-13;3;7;9;11;18;20;26;27;28;33;37;42;45;53;56;59;60;62;63;65
2009-11-12;16;21;23;24;29;34;38;41;47;48;49;50;54;57;58;59;63;67;69;70
2009-11-10;2;4;5;8;9;13;17;21;27;31;32;35;36;48;49;55;56;63;64;65
2009-11-09;1;3;4;10;15;16;23;28;30;33;37;47;49;53;56;57;58;64;65;67
2009-11-07;1;4;8;9;19;24;25;27;31;33;36;37;41;43;46;47;56;59;65;68
2009-11-06;5;8;9;16;25;28;29;44;45;48;49;50;51;54;55;57;60;63;66;69
2009-11-05;3;8;12;14;15;16;18;23;24;25;30;32;37;42;52;56;57;58;60;62
2009-11-04;2;3;5;10;12;21;23;26;29;30;32;33;37;38;40;41;56;59;61;63
2009-11-03;1;7;9;12;19;27;29;31;35;37;39;42;43;44;45;50;53;55;63;67
2009-11-02;3;9;22;27;29;31;35;37;38;39;40;42;43;48;51;54;55;67;69;70
2009-10-31;1;8;10;13;16;18;20;31;34;35;37;41;44;45;49;50;52;53;59;60
2009-10-30;8;9;11;12;13;21;23;28;29;31;32;41;43;44;46;47;52;54;55;61
2009-10-29;2;5;6;8;9;12;14;15;23;31;33;37;40;44;46;50;53;54;59;64
2009-10-28;5;12;16;18;23;25;30;38;39;40;41;42;43;51;53;58;64;65;66;67
2009-10-27;1;6;7;9;12;14;22;24;28;29;31;34;35;40;44;45;46;49;56;58
2009-10-26;1;5;7;18;21;25;26;27;28;31;32;36;41;43;57;63;64;65;66;70
2009-10-24;4;8;9;10;15;19;21;22;23;24;28;29;31;35;37;41;54;57;66;70
2009-10-23;1;5;7;9;11;15;16;17;22;26;31;34;36;37;39;43;49;58;63;65
2009-10-22;2;4;6;8;9;10;12;26;27;28;34;37;39;40;43;47;52;53;68;70
2009-10-21;10;16;18;19;20;23;24;26;27;32;40;42;46;49;52;53;54;57;60;62
2009-10-20;1;7;10;11;13;16;24;26;33;36;42;47;48;50;53;55;61;63;68;69
2009-10-19;1;3;7;8;10;13;18;21;27;30;35;39;41;43;44;50;54;59;61;70
2009-10-17;1;9;11;12;14;16;21;27;29;37;41;42;49;52;59;60;64;65;66;69
2009-10-16;3;5;8;10;11;14;15;18;20;23;24;31;41;45;46;49;55;67;68;69
2009-10-15;1;4;6;7;8;14;18;23;24;31;32;36;41;47;53;54;60;62;67;68
2009-10-14;1;4;6;7;13;15;16;19;20;21;25;29;31;37;53;54;58;64;66;69
2009-10-13;1;4;7;8;10;11;12;15;19;21;38;41;50;52;58;61;62;65;68;70
2009-10-12;2;5;9;15;16;21;24;25;34;38;39;46;47;48;57;58;60;62;65;69
2009-10-10;6;10;13;14;20;22;24;26;29;30;39;40;47;50;52;55;59;60;66;67
2009-10-09;3;4;8;9;13;14;18;21;22;26;27;28;29;42;44;51;53;57;58;59
2009-10-08;1;4;5;6;7;13;24;28;34;40;42;48;53;55;56;57;60;67;69;70
2009-10-07;2;3;5;8;9;17;24;26;32;33;36;44;48;50;51;55;56;63;66;68
2009-10-06;4;9;13;15;16;20;24;28;30;34;36;39;46;52;53;61;65;66;67;69
2009-10-05;2;3;5;9;13;15;21;23;31;35;41;49;51;52;55;56;59;63;64;70
2009-10-03;4;7;10;14;17;25;30;31;34;36;37;43;47;49;56;59;61;62;65;67
2009-10-02;1;4;8;10;12;14;18;20;24;28;31;34;38;42;43;45;46;52;63;68
2009-10-01;4;9;16;20;21;22;23;28;29;32;38;42;43;48;49;52;53;56;59;68
2009-09-30;7;8;10;11;12;21;24;27;38;42;45;49;52;53;54;55;56;62;63;69
2009-09-29;1;2;3;7;14;17;21;24;26;27;29;31;33;37;42;47;50;59;66;69
2009-09-28;5;11;12;17;24;25;26;27;28;29;31;34;37;42;47;53;60;62;64;66
2009-09-26;1;5;9;12;17;24;26;27;30;32;33;34;35;41;56;60;65;67;68;69
2009-09-25;1;2;3;5;7;11;21;25;26;27;34;38;39;40;55;60;61;65;68;70
2009-09-24;4;5;8;9;14;16;17;18;20;22;28;31;36;37;48;53;55;60;62;64
2009-09-23;2;5;6;8;13;21;24;25;33;34;36;42;43;46;54;57;60;62;63;64
2009-09-22;2;9;12;16;18;21;25;32;37;39;42;44;47;49;50;54;59;65;69;70
2009-09-21;3;4;5;8;9;22;24;27;29;32;38;40;45;49;54;56;61;65;68;69
2009-09-19;1;3;5;10;11;15;21;27;34;37;38;40;44;46;53;62;64;66;67;70
2009-09-18;1;10;11;12;14;16;27;28;30;34;39;40;46;49;50;51;54;58;67;68
2009-09-17;5;17;18;20;27;30;32;33;36;42;45;46;49;51;54;56;58;62;66;68
2009-09-16;4;8;9;10;14;19;22;25;27;30;33;35;38;48;49;51;55;59;60;69
2009-09-15;8;9;12;13;18;20;22;23;24;26;28;36;39;43;47;52;59;60;67;70
2009-09-14;3;12;15;16;17;20;30;32;35;36;37;45;47;50;61;62;63;64;66;69
2009-09-12;1;5;11;15;18;22;25;26;32;34;43;46;47;49;56;57;63;64;65;67
2009-09-11;5;6;11;16;17;27;30;32;36;45;47;51;54;55;56;58;64;65;66;67
2009-09-10;6;8;12;13;14;17;18;19;22;26;36;38;39;40;51;54;63;68;69;70
2009-09-09;1;3;4;9;10;11;13;14;23;28;32;33;37;49;57;58;60;65;66;67
2009-09-08;2;3;5;10;12;13;14;23;26;29;31;34;35;41;44;45;46;47;60;61
2009-09-07;1;8;11;17;22;25;26;28;29;39;41;42;45;46;48;55;58;63;67;69
2009-09-05;3;4;11;15;17;20;22;25;26;28;31;33;34;35;36;38;43;66;68;70
2009-09-04;9;11;19;20;21;22;25;29;31;35;44;47;48;49;50;51;54;58;59;70
2009-09-03;6;10;11;12;15;19;20;23;28;29;33;34;40;49;55;56;60;62;64;66
2009-09-02;4;10;12;13;15;27;28;29;30;32;34;38;40;46;49;57;61;62;65;68
2009-09-01;3;5;6;8;11;12;15;16;18;21;30;31;37;46;47;48;52;56;63;69
2009-08-31;6;8;9;11;12;17;18;24;25;26;28;32;40;43;44;50;58;65;68;70
2009-08-29;3;6;11;13;15;19;21;24;28;34;37;48;49;53;54;56;59;61;62;70
2009-08-28;8;9;12;17;19;26;27;28;30;34;46;52;54;56;57;58;59;63;67;70
2009-08-27;6;8;14;19;23;26;32;33;40;41;50;51;53;56;57;61;64;65;66;68
2009-08-26;1;8;12;14;28;30;33;34;39;42;45;48;49;59;60;61;65;66;67;69
2009-08-25;1;2;7;13;18;19;27;31;32;34;36;40;45;49;51;52;59;62;64;67
2009-08-24;5;6;7;11;19;20;22;25;26;29;30;32;34;40;44;50;53;63;65;68
