Datum;Nummer 1;Nummer 2;Nummer 3;Nummer 4;Nummer 5;Nummer 6;Nummer 7;Nummer 8;Nummer 9;Nummer 10;Nummer 11;Nummer 12;Nummer 13;Nummer 14;Nummer 15;Nummer 16;Nummer 17;Nummer 18;Nummer 19;Nummer 20
1998-12-31;4;7;14;18;19;20;23;31;35;37;40;43;49;50;60;63;65;68;69;79
1998-12-30;2;6;10;14;17;18;21;34;36;37;40;41;44;49;51;58;61;63;70;73
1998-12-29;2;3;7;8;10;16;22;26;27;29;32;33;36;39;40;65;69;73;75;79
1998-12-28;1;3;5;11;14;15;18;19;25;32;42;46;47;49;50;55;61;64;66;68
1998-12-26;16;18;19;22;23;26;29;42;46;49;53;56;59;66;69;71;72;77;78;80
1998-12-24;3;4;6;10;11;12;18;22;23;24;35;48;53;56;57;58;63;66;74;79
1998-12-23;7;12;15;22;26;29;38;39;46;47;48;49;51;53;65;67;69;74;76;78
1998-12-22;2;3;6;9;13;15;23;28;33;38;42;43;45;50;57;63;67;68;74;78
1998-12-21;3;6;11;18;23;28;29;31;32;34;38;43;44;48;57;62;66;71;76;79
1998-12-19;6;7;12;15;19;25;36;39;44;45;48;51;52;56;61;62;70;74;79;80
1998-12-18;4;5;8;11;18;21;23;24;39;41;46;53;55;57;58;59;62;67;69;76
1998-12-17;2;7;25;26;31;34;35;37;42;43;52;57;59;65;69;72;74;75;77;79
1998-12-16;4;11;13;16;20;27;29;31;35;36;41;42;57;58;61;65;67;69;70;74
1998-12-15;4;5;6;8;24;25;26;27;31;36;39;40;47;52;61;72;74;78;79;80
1998-12-14;6;10;11;12;19;20;22;28;29;34;35;36;37;40;43;44;49;53;54;70
1998-12-12;5;10;17;21;25;27;30;33;40;42;46;48;50;51;56;59;63;66;67;79
1998-12-11;1;3;5;7;8;14;16;17;20;21;25;26;27;29;42;43;56;68;71;79
1998-12-10;1;6;14;15;18;21;23;24;26;27;31;44;45;47;48;56;57;64;73;80
