Datum;Nummer 1;Nummer 2;Nummer 3;Nummer 4;Nummer 5;Nummer 6;Nummer 7;Nummer 8;Nummer 9;Nummer 10;Nummer 11;Nummer 12;Nummer 13;Nummer 14;Nummer 15;Nummer 16;Nummer 17;Nummer 18;Nummer 19;Nummer 20
1999-12-04;2;4;5;7;11;13;19;24;25;27;31;54;55;56;59;61;62;63;74;80
1999-12-03;1;5;8;9;21;22;23;27;29;32;38;40;42;44;48;56;60;63;71;80
1999-12-02;3;5;7;17;21;23;26;31;36;43;44;49;54;56;61;65;68;73;74;75
1999-12-01;3;4;7;11;13;14;16;20;24;25;38;39;40;48;52;53;54;57;77;80
1999-11-30;3;4;7;20;21;23;25;34;36;38;41;43;47;49;50;62;65;66;69;78
1999-11-29;6;8;15;16;23;25;35;38;43;46;49;50;57;58;63;66;69;70;76;80
1999-11-27;5;6;9;13;14;18;21;23;26;43;44;48;50;53;56;62;73;76;78;79
1999-11-26;2;10;11;16;17;21;26;29;30;31;38;41;52;53;55;61;63;67;70;71
1999-11-25;4;6;18;22;31;34;36;45;50;56;58;61;65;66;71;73;77;78;79;80
1999-11-24;1;3;10;14;20;28;41;44;45;50;53;59;64;65;67;70;71;72;78;80
1999-11-23;3;4;9;11;12;17;20;22;24;27;32;34;39;51;54;58;63;69;76;79
1999-11-22;5;8;14;16;21;25;28;30;37;38;41;44;47;49;55;58;59;66;72;74
1999-11-20;2;7;11;14;17;18;19;20;21;23;27;28;35;38;41;54;58;59;66;70
1999-11-19;6;12;13;14;27;30;35;37;38;39;42;47;54;56;57;63;66;69;73;79
1999-11-18;9;12;16;21;23;30;33;35;36;37;39;50;54;56;58;59;63;70;73;79
1999-11-17;1;6;13;18;19;20;23;24;25;27;31;32;42;53;58;62;69;77;78;79
1999-11-16;6;15;16;22;28;32;36;40;45;48;49;51;55;57;59;64;66;69;72;77
1999-11-15;2;10;13;17;21;26;29;36;38;44;45;46;48;51;57;66;67;68;74;75
1999-11-13;5;7;8;18;19;20;23;26;29;32;36;39;44;46;47;52;53;58;72;76
1999-11-12;2;4;5;12;14;17;20;26;27;29;36;38;42;48;50;57;59;61;71;77
1999-11-10;4;5;11;20;22;24;28;34;49;50;53;54;55;56;63;65;70;75;77;80
1999-11-09;3;5;9;12;15;23;24;27;31;43;47;49;50;52;54;55;56;59;61;75
1999-11-08;6;8;12;17;20;22;23;31;34;36;42;44;45;48;50;68;69;76;79;80
1999-11-06;2;7;8;14;15;20;26;30;33;34;44;45;50;51;55;64;66;67;70;78
1999-11-05;1;3;5;12;14;18;20;22;28;30;31;33;40;43;48;52;65;67;70;80
1999-11-04;5;13;14;17;23;24;30;39;45;48;49;50;52;56;58;59;66;67;73;75
1999-11-03;1;8;11;15;18;21;42;44;50;54;58;60;62;65;66;68;75;76;77;80
1999-11-02;12;20;22;32;34;35;36;43;45;46;48;50;60;63;65;71;72;76;77;79
1999-10-30;3;6;19;20;22;27;28;32;39;41;46;48;51;52;56;60;65;68;75;77
1999-10-29;2;5;10;16;21;28;30;32;42;46;50;51;57;61;63;64;70;73;79;80
1999-10-28;2;7;9;10;12;13;31;36;39;46;48;55;56;58;61;66;68;70;73;80
1999-10-27;3;8;13;15;20;24;27;39;45;53;56;57;58;59;66;68;69;70;78;80
1999-10-26;1;3;4;6;8;10;16;26;30;36;41;47;51;60;62;63;64;65;67;75
1999-10-25;7;11;12;14;16;18;22;23;27;37;38;41;51;52;54;56;62;64;68;77
1999-10-23;1;12;21;22;23;28;29;36;37;39;40;42;43;45;57;60;66;67;71;72
1999-10-22;3;6;11;12;14;15;22;24;29;43;44;45;46;49;60;64;72;76;77;78
1999-10-21;2;3;4;7;10;16;17;18;28;33;34;48;49;52;54;57;59;72;73;77
1999-10-20;1;2;27;30;33;35;39;40;45;47;48;49;50;59;60;63;67;74;76;78
1999-10-19;3;5;10;12;16;23;24;29;36;40;42;47;50;55;59;62;66;72;76;77
1999-10-18;1;5;6;12;13;15;17;18;20;21;28;31;37;41;43;46;51;56;57;69
1999-10-16;3;10;14;18;28;32;34;40;41;46;53;54;60;62;63;67;70;72;74;79
1999-10-15;6;11;17;18;33;34;37;38;42;43;45;47;48;51;57;58;65;68;72;77
1999-10-14;2;3;12;17;27;28;31;32;34;45;46;49;51;55;61;68;69;75;77;80
1999-10-13;1;2;3;7;10;11;20;24;27;29;30;33;36;37;38;43;47;61;73;77
1999-10-12;2;5;14;21;22;23;24;29;35;41;46;50;53;58;60;67;69;71;79;80
1999-10-11;1;3;8;11;27;29;37;40;44;45;46;49;52;60;61;67;70;72;76;79
1999-10-09;1;3;4;8;9;15;18;19;28;33;35;36;37;40;61;63;66;67;70;79
1999-10-08;3;7;10;11;13;17;22;24;29;30;31;40;42;48;49;54;63;65;75;80
1999-10-07;6;8;15;20;21;22;26;28;36;43;48;49;56;58;60;63;65;71;76;80
1999-10-06;2;6;9;10;11;18;22;24;34;35;36;42;43;56;64;66;68;73;76;78
1999-10-05;1;3;9;21;23;28;29;30;36;42;43;50;55;56;59;66;72;77;78;80
1999-10-04;9;13;16;17;23;30;31;33;36;37;41;42;44;50;65;68;71;75;76;78
1999-10-02;8;15;21;23;24;32;33;37;41;42;44;47;50;54;57;60;61;62;66;73
1999-10-01;5;6;7;19;21;24;26;28;31;32;34;36;45;47;49;52;58;66;69;78
1999-09-30;2;10;11;20;21;22;29;32;34;35;38;41;48;50;60;61;64;68;69;76
1999-09-29;7;12;15;16;17;19;21;23;26;27;31;33;35;36;42;53;54;59;65;76
1999-09-28;3;8;9;12;16;18;26;27;28;29;34;42;54;55;56;59;62;64;72;79
1999-09-27;1;5;7;11;12;16;20;23;24;29;33;37;42;46;61;65;66;71;73;77
1999-09-25;2;5;16;21;24;28;29;33;38;39;42;43;48;52;53;55;60;70;71;73
1999-09-24;8;10;11;20;24;26;38;41;48;52;56;58;59;60;63;66;75;76;77;80
1999-09-23;5;10;11;13;15;22;27;28;30;37;46;51;55;61;62;63;67;76;77;79
1999-09-22;7;8;12;13;25;37;43;50;53;56;60;63;67;70;71;72;76;77;78;80
1999-09-21;1;8;9;25;27;29;32;33;35;43;45;46;51;55;56;59;60;70;71;73
1999-09-20;1;2;5;9;15;29;45;46;48;54;56;57;58;59;62;63;67;70;72;79
1999-09-18;6;9;12;18;20;22;27;28;29;37;39;40;46;58;59;61;69;70;72;75
1999-09-17;2;4;6;9;15;17;22;27;29;32;33;34;38;42;49;56;63;69;70;71
1999-09-16;1;6;13;15;17;20;26;28;29;30;31;33;40;46;53;54;60;61;67;74
1999-09-15;6;11;16;23;24;30;38;41;52;58;60;62;63;64;66;73;74;76;79;80
1999-09-14;1;4;13;14;16;21;22;30;31;36;38;48;53;60;62;63;67;68;71;74
1999-09-13;3;10;11;12;16;17;29;34;37;43;44;50;51;54;59;61;63;65;67;76
1999-09-11;1;2;7;8;9;12;13;15;19;24;27;31;32;39;44;59;64;73;74;77
1999-09-10;2;17;21;26;27;30;34;35;37;38;43;51;53;54;60;62;64;68;69;75
1999-09-09;3;5;6;11;20;25;27;29;30;33;44;48;51;58;60;62;68;71;76;79
1999-09-08;7;10;11;17;23;25;29;31;40;44;52;53;55;56;57;58;63;65;72;75
1999-09-07;2;4;7;8;13;17;23;28;30;31;37;44;46;50;53;54;66;74;75;76
1999-09-06;3;5;9;11;14;15;20;26;29;34;38;44;53;58;60;62;68;72;77;78
1999-09-04;4;7;12;17;21;32;34;42;45;47;48;53;56;61;63;65;68;72;75;79
1999-09-03;8;11;19;22;28;32;36;37;43;46;49;54;60;61;62;65;69;72;77;80
1999-09-02;9;12;14;17;21;24;29;34;39;42;47;49;50;54;59;61;67;68;70;76
1999-09-01;1;2;6;7;11;16;26;31;40;46;47;52;54;57;60;61;67;68;70;71
1999-08-31;3;10;13;15;21;22;27;30;39;43;46;48;52;53;54;61;70;73;77;79
1999-08-30;4;9;15;16;20;22;23;24;30;32;38;39;46;49;52;53;59;70;72;80
1999-08-28;1;2;5;8;16;20;28;40;42;45;47;55;57;63;64;65;72;73;75;76
1999-08-27;9;12;16;18;20;27;28;30;31;33;36;37;39;43;57;60;61;62;66;69
1999-08-26;8;9;10;11;12;15;17;21;30;40;43;44;49;59;66;67;68;69;70;79
1999-08-25;4;8;9;10;14;17;18;22;33;35;36;37;42;49;50;51;55;65;67;74
1999-08-24;4;7;9;12;13;18;19;20;26;32;33;35;36;40;49;58;71;74;77;78
1999-08-23;6;10;13;19;21;23;27;42;44;45;47;48;51;53;54;68;69;71;75;77
1999-08-21;1;2;3;9;10;13;16;18;21;23;28;32;35;43;62;66;70;73;75;78
1999-08-20;2;12;15;18;21;24;29;32;48;49;50;51;55;59;62;63;65;71;72;79
1999-08-19;1;8;9;12;18;26;28;29;34;41;52;55;56;63;65;67;68;70;71;79
1999-08-18;1;6;9;11;12;28;29;30;32;43;54;58;60;62;68;71;72;74;76;78
1999-08-17;3;5;6;7;10;12;22;25;32;36;39;44;45;48;59;64;66;72;73;78
1999-08-16;3;7;8;12;16;23;33;34;35;38;40;45;48;49;53;59;60;71;73;78
1999-08-14;4;5;9;12;15;26;27;28;29;31;34;35;43;56;58;64;66;69;71;73
1999-08-13;6;11;13;15;20;25;27;30;33;40;43;45;49;56;60;70;72;77;78;80
1999-08-12;6;13;17;20;25;27;30;33;40;41;45;46;47;55;60;63;64;66;69;77
1999-08-11;3;6;16;17;19;20;21;22;28;30;35;42;45;54;55;56;61;69;72;76
1999-08-10;5;7;11;21;26;29;31;38;41;43;47;52;56;58;64;66;69;73;76;80
1999-08-09;9;11;15;21;22;23;30;31;35;38;39;41;48;52;53;55;58;59;65;79
1999-08-07;2;7;9;16;20;22;27;28;34;40;46;52;55;60;64;65;67;72;74;77
1999-08-06;2;4;11;13;15;17;25;28;35;36;40;43;49;57;58;61;63;64;65;72
1999-08-05;6;9;15;17;21;24;25;28;30;31;35;37;42;45;46;47;51;56;59;61
1999-08-04;3;4;11;13;22;25;26;27;35;38;49;50;51;55;60;62;63;64;66;67
1999-08-03;8;10;14;18;20;22;30;32;38;42;49;50;54;55;59;69;71;74;76;80
1999-08-02;4;11;15;16;17;19;25;28;29;33;34;35;40;45;50;59;61;64;68;73
1999-07-31;2;10;11;14;15;17;20;33;34;37;44;47;50;53;63;73;75;76;77;79
1999-07-30;3;6;11;18;26;29;33;35;40;41;42;43;54;56;60;61;62;72;76;78
1999-07-29;1;6;7;8;13;15;20;24;29;40;42;43;54;55;58;60;63;69;79;80
1999-07-28;6;10;24;30;38;44;46;47;49;56;59;70;71;72;73;75;77;78;79;80
1999-07-27;1;3;6;13;15;18;21;27;33;34;35;48;51;52;56;57;60;68;76;78
1999-07-26;1;4;11;13;16;22;27;29;32;38;41;42;46;48;49;58;67;70;75;78
1999-07-24;1;3;8;9;13;14;15;16;20;21;24;27;28;36;38;44;59;64;75;77
1999-07-23;2;3;5;14;21;26;38;45;51;53;54;56;61;62;63;64;72;73;75;77
1999-07-22;2;11;12;24;30;31;37;42;44;45;47;48;54;56;60;63;64;67;72;76
1999-07-20;3;12;13;18;21;26;28;34;37;39;41;46;50;56;63;69;70;73;74;78
1999-07-19;2;10;14;15;16;18;21;23;24;40;48;49;50;57;61;62;72;73;74;79
1999-07-17;2;4;5;6;9;13;15;25;29;39;41;42;44;49;50;52;53;54;57;71
1999-07-16;4;11;14;21;22;23;25;29;30;32;33;41;42;43;48;49;55;68;71;75
1999-07-15;3;5;6;9;23;24;28;30;34;38;43;44;47;50;52;58;66;67;69;79
1999-07-14;1;4;7;8;9;11;12;17;18;20;22;35;52;53;56;66;70;72;76;79
1999-07-13;4;6;7;9;10;11;14;25;26;35;45;48;50;55;58;62;68;75;77;80
1999-07-12;3;4;5;6;7;11;16;26;27;36;37;40;47;55;62;66;69;70;79;80
1999-07-10;1;9;12;19;25;37;40;42;43;44;50;51;52;53;59;61;62;67;70;72
1999-07-09;6;23;25;32;42;45;46;49;54;56;59;60;61;66;67;68;69;73;77;79
1999-07-08;5;7;25;28;33;42;43;47;50;55;59;63;69;73;74;75;76;78;79;80
1999-07-07;6;9;11;29;31;32;34;35;47;49;53;57;61;64;66;68;71;73;78;79
1999-07-06;9;11;12;22;30;31;33;38;39;40;41;42;44;48;49;64;67;69;70;75
1999-07-05;4;6;8;10;20;30;31;36;51;53;56;57;61;65;66;68;69;71;76;80
1999-07-03;1;3;8;9;11;12;16;20;25;33;34;50;52;54;55;61;62;63;73;74
1999-07-02;3;5;6;10;20;24;37;39;43;47;49;50;52;54;56;57;61;67;70;76
1999-07-01;3;5;13;14;15;18;28;35;48;54;56;59;60;68;72;73;74;75;77;78
1999-06-30;5;6;10;11;15;22;29;33;34;36;38;40;44;52;56;67;69;70;79;80
1999-06-29;9;10;13;16;17;19;23;30;37;38;39;41;48;50;57;59;60;63;74;79
1999-06-28;7;14;19;23;24;26;28;29;42;45;47;50;53;59;66;67;68;73;74;77
1999-06-26;2;9;13;20;23;24;28;31;33;39;41;45;51;55;58;62;63;68;69;80
1999-06-25;3;4;5;16;19;22;23;24;27;31;33;40;45;53;55;58;67;69;71;74
1999-06-24;2;4;7;9;12;20;26;27;37;43;46;49;54;56;57;60;61;63;64;72
1999-06-23;6;7;15;19;22;26;28;33;44;48;52;53;60;62;64;65;70;73;75;79
1999-06-22;1;3;4;8;10;12;17;18;20;24;25;33;36;38;44;49;70;71;72;77
1999-06-21;3;4;11;12;14;30;33;36;42;43;46;53;54;58;62;67;69;71;76;79
1999-06-19;5;6;9;10;11;14;15;25;28;31;34;43;45;50;56;57;67;70;71;78
1999-06-18;7;11;15;17;20;22;24;25;28;32;38;42;53;60;61;67;68;70;72;77
1999-06-17;2;6;8;11;13;14;17;20;23;27;35;37;42;52;54;61;72;73;78;79
1999-06-16;2;14;16;19;21;26;34;36;37;47;48;56;58;62;63;64;70;72;74;76
1999-06-15;1;11;16;18;23;32;34;40;41;42;44;49;50;53;57;59;62;74;78;80
1999-06-14;1;3;9;10;11;14;22;24;28;29;30;33;36;52;53;59;66;67;77;78
1999-06-12;1;5;11;13;19;22;25;27;32;36;39;47;51;52;53;56;63;64;65;76
1999-06-11;15;16;17;18;28;29;36;37;42;43;44;45;49;57;58;60;62;64;72;78
1999-06-10;5;11;13;25;26;39;42;43;46;47;49;51;52;56;59;66;68;71;72;79
1999-06-09;2;6;10;15;19;21;32;40;47;48;50;55;56;57;67;68;70;73;75;77
1999-06-08;1;4;6;10;19;22;23;24;33;37;43;46;49;51;63;64;67;69;73;74
1999-06-07;5;6;11;12;13;24;32;36;38;42;50;55;56;57;59;60;63;64;78;80
1999-06-05;5;7;9;11;16;17;20;21;23;25;26;33;37;46;54;57;58;61;74;79
1999-06-04;3;12;14;16;28;30;31;32;33;40;45;48;51;52;62;65;73;75;77;80
1999-06-03;2;3;6;9;11;13;19;20;21;29;40;41;43;50;56;59;63;68;74;75
1999-06-02;3;5;8;20;21;25;28;37;43;44;45;50;51;54;55;59;63;69;76;80
1999-06-01;3;8;14;16;25;38;40;43;45;47;49;50;57;66;67;68;71;72;74;80
1999-05-31;5;6;13;18;19;22;23;24;27;35;48;49;52;57;62;65;71;75;76;80
1999-05-29;4;7;8;10;14;17;18;26;27;30;38;40;42;52;64;65;70;71;79;80
1999-05-28;3;4;8;15;17;20;21;22;36;40;42;50;55;58;65;70;71;74;77;79
1999-05-27;7;10;13;19;40;42;44;46;47;49;51;52;57;61;66;70;72;73;74;78
1999-05-26;3;5;7;8;11;13;15;29;30;34;37;38;43;47;54;56;67;68;72;75
1999-05-25;1;2;4;11;18;20;24;26;28;31;34;43;48;59;63;69;71;75;76;78
1999-05-22;2;6;9;19;20;22;40;41;56;58;62;65;66;70;71;72;75;77;78;80
1999-05-21;1;4;12;13;19;22;25;27;28;29;34;39;46;64;65;66;67;70;75;78
1999-05-20;6;9;11;12;17;29;33;36;44;47;51;54;60;63;66;69;71;73;75;76
1999-05-19;5;17;18;23;30;31;32;37;38;46;47;50;55;56;57;64;68;69;78;80
1999-05-18;2;5;10;14;16;23;26;28;30;35;37;43;44;53;55;58;61;62;70;71
1999-05-17;8;9;10;11;15;17;28;29;32;33;34;35;43;45;49;57;61;63;69;74
1999-05-15;2;11;15;16;27;29;36;39;50;52;54;56;59;62;66;70;71;74;75;78
1999-05-14;4;12;34;40;47;49;51;53;55;56;58;59;60;63;65;69;71;72;73;74
1999-05-12;1;5;12;13;14;15;18;20;26;34;44;45;46;48;49;53;62;63;77;78
1999-05-11;2;3;5;12;19;27;30;31;34;36;37;40;42;46;56;58;59;62;65;67
1999-05-10;4;5;6;7;8;10;23;28;31;35;40;41;42;44;56;65;66;69;74;80
1999-05-08;10;11;13;16;18;27;35;41;47;52;53;54;62;63;66;67;69;70;74;77
1999-05-07;1;3;10;13;15;19;25;26;39;40;43;44;47;50;52;62;68;72;73;74
1999-05-06;3;7;11;19;23;29;33;35;36;38;40;43;51;59;60;67;73;76;78;79
1999-05-05;4;5;15;17;29;32;36;37;41;43;48;57;58;60;67;69;71;74;75;77
1999-05-04;9;16;19;22;28;36;38;39;46;50;58;59;61;65;66;71;74;75;76;79
1999-05-03;2;6;9;10;14;20;27;28;29;38;43;47;48;60;61;62;67;73;75;80
1999-04-30;3;4;5;8;13;17;18;19;24;33;35;36;40;47;52;56;59;62;64;76
1999-04-29;5;12;15;19;21;22;24;28;32;44;46;48;50;53;55;59;60;70;73;80
1999-04-28;2;8;9;14;15;16;17;22;24;30;32;33;34;45;46;54;60;62;68;74
1999-04-27;5;11;20;27;30;37;41;44;45;47;51;52;53;55;57;62;64;70;72;77
1999-04-26;1;5;6;7;9;18;23;27;34;40;41;51;52;56;59;62;65;68;78;79
1999-04-24;4;10;12;14;16;19;22;26;28;31;37;48;52;58;61;65;68;69;73;75
1999-04-23;5;7;11;12;15;16;19;27;31;32;35;37;42;48;51;54;61;66;70;73
1999-04-22;6;8;11;12;16;18;20;22;23;28;32;35;37;38;54;59;70;76;78;79
1999-04-21;2;5;13;14;19;21;27;32;37;39;40;48;49;53;55;63;66;67;69;77
1999-04-20;6;7;11;12;15;19;21;22;27;35;36;39;40;47;48;49;68;69;75;76
1999-04-19;4;10;12;16;19;20;26;27;28;37;38;48;56;60;62;64;68;76;77;79
1999-04-17;5;10;11;14;21;25;29;35;36;53;54;55;60;65;66;70;74;75;76;79
1999-04-16;2;9;10;12;18;19;20;27;37;38;40;45;46;47;48;49;59;62;70;79
1999-04-15;3;10;17;20;21;22;33;37;40;42;45;46;49;51;58;62;63;66;67;80
1999-04-14;4;12;17;20;22;25;28;36;40;44;48;49;56;57;59;62;63;67;79;80
1999-04-13;1;3;12;17;24;34;37;39;40;41;44;46;51;53;56;57;61;64;68;74
1999-04-12;3;13;20;24;25;27;35;39;45;47;50;52;53;55;58;63;69;71;73;80
1999-04-10;1;4;6;7;9;11;12;22;26;37;45;46;51;53;56;59;60;68;69;73
1999-04-09;5;13;15;20;21;23;24;26;28;37;38;42;59;62;63;64;67;71;75;77
1999-04-08;8;12;17;18;28;32;36;44;45;46;57;63;64;66;67;68;69;70;72;78
1999-04-07;2;3;4;9;10;18;20;26;29;32;35;36;41;42;47;49;52;71;76;78
1999-04-06;4;6;16;20;21;22;23;24;30;31;33;36;37;43;45;46;54;56;64;77
1999-04-03;1;2;5;7;8;9;16;18;28;29;31;33;35;41;53;54;60;70;74;78
1999-04-02;5;6;9;10;12;13;20;22;28;32;34;35;38;41;45;59;61;63;76;80
1999-04-01;3;6;13;14;18;25;26;29;36;38;42;45;46;49;50;53;61;70;73;76
1999-03-31;3;5;6;11;12;18;20;24;25;27;39;44;49;51;54;55;60;63;70;72
1999-03-30;3;12;14;16;19;20;37;39;42;44;48;49;50;56;58;65;68;69;72;73
1999-03-29;1;4;5;7;16;20;22;25;32;33;34;36;38;56;60;62;63;70;71;75
1999-03-27;4;5;7;8;10;11;18;23;24;36;39;42;51;57;59;62;63;68;71;73
1999-03-26;5;6;9;12;13;14;20;28;33;36;45;47;50;51;54;56;58;60;64;65
1999-03-25;1;2;3;8;15;17;21;26;27;31;32;34;40;43;54;56;69;72;73;80
1999-03-24;5;6;8;9;17;22;23;24;25;28;32;35;38;47;48;49;55;72;74;77
1999-03-23;4;6;11;12;21;22;24;32;36;38;39;42;50;51;58;66;73;75;77;78
1999-03-22;7;9;17;20;24;25;26;28;29;32;36;41;52;54;58;68;69;73;78;79
1999-03-20;1;3;5;10;15;21;27;29;30;34;36;40;42;46;47;58;71;75;79;80
1999-03-19;4;10;14;17;21;24;30;34;35;41;43;46;49;50;56;58;73;74;75;77
1999-03-18;3;10;12;14;18;20;22;24;29;32;42;44;51;52;54;59;69;72;75;79
1999-03-17;2;7;8;9;10;11;15;16;20;21;22;31;36;42;46;51;52;58;65;71
1999-03-16;2;5;7;11;15;20;24;26;33;36;40;41;44;67;71;73;74;75;76;79
1999-03-15;3;4;9;10;17;21;23;24;37;41;47;54;56;61;63;66;67;72;79;80
1999-03-13;6;13;14;15;26;28;29;32;43;44;49;53;57;61;66;68;70;72;73;74
1999-03-12;1;3;10;14;21;22;23;30;33;34;38;39;40;42;45;62;73;74;78;80
1999-03-11;3;4;17;23;24;25;30;32;35;36;50;56;62;63;64;68;70;71;72;79
1999-03-10;4;5;6;8;10;12;13;19;24;25;30;36;37;40;46;50;52;53;65;72
1999-03-09;1;4;13;16;20;22;25;32;33;34;37;48;54;56;58;74;75;78;79;80
1999-03-08;7;14;15;16;23;27;37;38;39;42;44;46;52;58;67;69;70;73;76;79
1999-03-06;6;7;8;9;14;15;20;25;27;30;31;37;40;41;45;55;56;63;66;73
1999-03-05;1;9;10;19;20;28;33;34;35;50;51;57;58;62;67;72;74;75;78;79
1999-03-04;2;3;4;8;11;13;16;22;31;34;35;36;37;41;51;53;65;71;72;78
1999-03-03;5;9;11;24;32;37;39;40;41;42;50;51;54;58;60;63;65;67;72;73
1999-03-02;4;5;11;28;31;32;33;42;43;45;48;50;53;57;64;65;66;71;74;76
1999-03-01;2;3;5;9;12;13;28;29;38;41;43;45;47;49;53;59;67;69;71;76
1999-02-27;9;13;22;23;35;39;41;43;46;49;50;51;52;59;61;63;64;66;74;77
1999-02-26;1;2;7;9;11;14;17;20;22;23;24;27;29;37;47;49;51;76;79;80
1999-02-25;8;10;12;21;24;30;31;35;37;39;40;44;47;48;50;51;56;58;62;79
1999-02-24;6;12;17;22;30;31;39;41;44;45;47;53;54;55;59;60;69;70;74;76
1999-02-23;5;9;10;13;19;20;22;30;33;34;43;45;46;47;48;54;58;61;66;70
1999-02-22;1;2;5;7;9;10;14;16;20;23;34;37;46;47;52;53;64;69;70;73
1999-02-20;3;4;5;15;18;19;24;28;33;35;44;45;46;50;54;66;69;73;74;80
1999-02-19;5;10;12;14;17;23;25;27;28;31;34;39;40;44;49;52;59;65;68;78
1999-02-18;1;6;14;17;21;27;31;42;47;49;55;57;58;59;60;61;65;73;77;78
1999-02-17;3;4;7;17;20;23;28;30;33;34;37;38;39;46;48;50;51;55;70;71
1999-02-16;8;16;21;22;23;25;27;31;32;41;44;46;48;50;51;53;62;63;66;71
1999-02-15;4;11;12;25;26;27;28;30;31;45;46;48;49;53;66;67;70;76;77;79
1999-02-13;4;7;8;12;15;21;27;31;39;40;54;57;63;64;66;69;70;72;74;80
1999-02-12;2;9;11;12;23;26;29;33;45;46;53;54;55;56;57;60;64;68;75;76
1999-02-11;1;5;15;16;18;20;30;32;33;35;37;47;50;55;57;62;63;66;72;80
1999-02-10;13;16;17;18;21;22;24;27;35;41;46;48;49;53;63;64;67;76;77;80
1999-02-09;1;5;7;9;14;18;20;35;42;44;47;53;58;59;64;65;67;71;72;79
1999-02-08;3;9;11;14;16;19;23;26;30;33;42;46;48;51;54;62;63;67;70;74
1999-02-06;4;7;9;10;11;12;16;26;29;33;35;44;45;46;53;57;74;76;79;80
1999-02-05;2;3;9;12;13;14;19;20;22;26;35;36;51;55;60;68;71;72;75;77
1999-02-04;1;3;8;14;19;26;30;33;34;40;43;46;50;51;54;55;59;65;68;76
1999-02-03;2;3;4;10;18;22;28;34;35;39;43;45;51;54;58;59;62;68;70;75
1999-02-02;2;5;12;19;23;34;35;38;41;42;47;49;57;58;62;68;71;74;78;79
1999-02-01;3;6;11;16;17;19;25;26;31;33;34;39;47;49;51;54;56;58;64;77
1999-01-30;13;15;27;35;36;38;40;41;43;44;45;46;52;53;56;57;60;62;64;76
1999-01-29;3;4;5;7;18;20;26;27;29;31;32;34;39;42;57;62;66;68;69;80
1999-01-28;3;5;10;15;16;20;22;25;26;27;36;41;47;59;60;63;66;70;76;77
1999-01-27;2;14;19;24;26;32;33;37;40;42;46;47;51;52;53;54;55;61;62;63
1999-01-26;6;15;16;22;24;31;33;34;38;40;47;49;50;52;56;67;69;71;72;80
1999-01-25;4;9;16;20;27;29;30;35;41;43;44;48;53;55;56;59;64;75;76;80
1999-01-23;4;5;12;13;25;27;31;34;35;37;39;41;44;50;55;56;68;70;72;76
1999-01-22;2;3;6;9;12;13;21;27;33;35;36;40;41;49;50;55;69;71;76;79
1999-01-21;3;7;10;13;14;15;25;36;40;44;48;49;54;57;66;68;72;73;74;76
1999-01-20;5;6;8;10;13;17;22;23;24;25;31;34;42;44;49;57;59;60;68;76
1999-01-19;5;6;8;16;18;23;24;29;33;46;49;55;57;61;62;65;72;75;76;79
1999-01-18;2;9;11;14;18;19;26;33;34;37;38;44;49;53;61;66;68;69;70;75
