Datum;Nummer 1;Nummer 2;Nummer 3;Nummer 4;Nummer 5;Nummer 6;Nummer 7;Nummer 8;Nummer 9;Nummer 10;Nummer 11;Nummer 12;Nummer 13;Nummer 14;Nummer 15;Nummer 16;Nummer 17;Nummer 18;Nummer 19;Nummer 20
2021-09-28;4;5;7;11;14;19;20;23;26;31;35;40;42;45;52;56;61;63;64;69
2021-09-27;12;13;14;16;17;20;23;24;26;29;33;34;36;37;46;50;51;66;67;68
2021-09-26;3;4;5;9;28;29;31;34;37;39;41;48;49;52;55;60;64;67;68;69
2021-09-25;4;9;15;16;20;27;28;29;30;35;38;43;44;47;51;53;55;56;59;69
2021-09-24;1;3;6;8;13;18;21;24;26;40;44;51;53;54;55;58;60;64;66;68
2021-09-23;1;2;13;14;17;19;23;27;31;33;39;44;46;50;51;52;55;58;65;68
2021-09-22;1;3;10;16;18;22;23;33;35;36;42;47;49;53;57;58;61;64;67;68
2021-09-21;1;2;5;7;10;20;24;25;29;31;38;40;44;47;50;51;53;55;56;70
2021-09-20;2;7;10;15;16;18;23;27;28;30;40;42;43;45;47;52;55;59;61;63
2021-09-19;7;8;9;17;18;20;21;22;23;24;25;27;30;32;41;58;60;64;66;68
2021-09-18;1;4;11;20;23;25;28;30;38;39;40;46;47;49;50;54;57;61;63;65
2021-09-17;6;8;15;16;20;21;22;38;39;43;46;47;49;50;54;55;56;58;59;68
2021-09-16;3;7;11;18;19;24;26;30;33;35;36;37;39;51;54;55;65;67;68;69
2021-09-15;7;9;11;13;15;21;32;39;40;41;43;46;47;53;57;60;63;65;66;67
2021-09-14;6;9;10;13;17;18;26;30;34;35;39;40;47;50;55;60;61;63;69;70
2021-09-13;2;5;7;11;12;21;22;23;26;33;34;37;47;48;51;53;54;59;60;70
2021-09-12;1;7;11;19;22;23;24;25;29;32;35;36;39;48;53;55;57;62;66;70
2021-09-11;4;5;7;11;14;15;17;18;21;26;29;33;37;38;43;44;48;50;53;66
2021-09-10;1;5;9;10;11;21;23;28;32;36;42;43;46;48;51;54;56;60;63;64
2021-09-09;2;7;8;9;21;22;25;28;35;39;40;49;50;53;54;58;59;62;64;65
2021-09-08;1;6;7;9;13;19;27;29;30;32;34;35;36;42;45;46;48;51;64;68
2021-09-07;5;7;10;12;15;21;25;30;35;36;40;42;46;50;55;58;62;66;68;70
2021-09-06;3;11;14;16;20;21;23;26;30;34;35;38;42;45;49;53;54;64;68;70
2021-09-05;4;7;8;12;15;19;27;29;30;31;34;37;40;48;52;58;60;62;67;69
2021-09-04;1;3;5;10;11;21;27;31;32;37;38;44;51;54;55;58;61;62;66;70
2021-09-03;1;2;4;10;12;14;15;25;27;40;43;46;50;54;55;60;61;64;65;67
2021-09-02;7;10;12;13;17;18;19;24;26;29;31;39;43;44;55;56;61;62;68;70
2021-09-01;1;14;21;28;34;35;36;40;42;44;46;47;48;50;53;57;61;64;66;69
2021-08-31;6;7;9;11;16;22;24;27;30;31;34;36;38;41;44;54;55;59;63;66
2021-08-30;5;15;16;17;21;22;23;26;34;35;36;38;43;49;54;56;66;68;69;70
2021-08-29;1;6;7;9;11;22;26;29;33;34;38;39;47;48;50;54;55;62;63;68
2021-08-28;6;11;13;16;18;21;23;24;31;35;36;40;44;45;46;55;66;68;69;70
2021-08-27;2;8;9;12;13;14;17;23;26;32;42;45;47;52;55;59;61;64;65;69
2021-08-26;1;2;5;6;10;16;24;35;37;39;40;42;45;52;53;58;59;63;66;67
2021-08-25;2;14;21;22;23;28;30;32;34;37;40;45;53;54;55;59;60;67;68;70
2021-08-24;3;7;11;13;16;18;21;26;30;32;36;43;45;46;49;51;56;62;65;68
2021-08-23;2;10;11;23;24;26;30;33;39;40;42;43;44;52;53;54;58;60;68;70
2021-08-22;10;13;14;15;26;27;30;33;38;40;41;42;44;47;49;54;60;61;67;68
2021-08-21;19;21;25;26;27;31;37;38;40;41;44;52;53;54;55;58;60;67;68;70
2021-08-20;2;4;5;7;10;17;18;19;23;33;40;47;48;50;52;59;61;62;64;66
2021-08-19;1;3;7;27;29;31;33;38;43;44;46;49;52;57;61;62;64;67;69;70
2021-08-18;9;13;15;17;18;20;25;26;29;32;34;37;43;57;58;59;62;63;66;67
2021-08-17;8;17;18;19;22;28;32;33;37;39;48;50;51;52;59;62;63;64;66;67
2021-08-16;10;13;14;15;16;20;21;25;26;28;29;31;33;35;37;45;48;53;60;69
2021-08-15;1;5;10;11;27;33;34;38;42;50;51;53;54;55;56;57;61;63;64;66
2021-08-14;6;10;11;13;17;25;26;30;36;39;40;41;43;50;51;55;59;67;69;70
2021-08-13;1;3;5;8;9;17;18;23;31;37;39;41;42;49;56;59;63;64;65;68
2021-08-12;5;12;14;17;21;27;28;31;32;36;37;40;45;46;49;55;56;60;63;70
2021-08-11;5;9;11;14;15;18;21;24;26;31;37;40;41;46;54;58;62;64;65;67
2021-08-10;3;5;10;12;24;26;27;28;31;36;38;41;46;52;54;59;60;65;66;67
2021-08-09;3;9;18;19;20;21;22;24;28;30;33;39;42;44;50;51;53;61;62;66
2021-08-08;3;5;6;7;13;14;17;18;21;22;27;32;35;39;50;52;54;57;58;65
2021-08-07;1;4;9;11;15;18;21;28;29;36;38;41;42;48;57;61;62;64;65;70
2021-08-06;1;5;11;14;23;25;26;32;37;38;39;44;46;48;52;53;57;60;69;70
2021-08-05;5;18;19;20;21;25;28;30;35;38;47;49;50;51;54;56;58;61;64;65
2021-08-04;3;7;16;17;22;24;35;37;39;40;42;43;50;56;57;59;60;62;65;66
2021-08-03;2;4;5;6;7;13;21;25;26;30;37;47;48;50;57;60;61;63;64;69
2021-08-02;1;6;8;11;12;13;14;19;28;41;44;46;53;54;60;63;64;65;66;70
2021-08-01;13;17;19;22;23;24;25;34;35;36;37;43;46;47;50;54;55;66;69;70
2021-07-31;2;7;8;12;17;19;24;26;29;35;38;39;40;42;48;49;51;54;56;63
2021-07-30;6;7;15;17;21;24;25;30;31;40;42;43;44;50;53;57;59;63;66;67
2021-07-29;6;8;20;21;23;28;30;31;32;33;36;54;55;59;61;62;64;65;66;69
2021-07-28;2;4;8;11;17;22;26;28;29;30;36;37;38;39;41;54;58;62;68;69
2021-07-27;2;10;13;14;15;16;22;26;27;29;33;35;38;40;47;49;58;59;65;69
2021-07-26;2;3;5;10;15;19;22;24;30;31;43;47;51;52;55;58;60;63;65;68
2021-07-25;8;10;14;19;21;24;28;32;36;43;44;45;46;47;49;50;53;54;57;68
2021-07-24;4;7;8;10;11;19;22;23;26;39;41;45;48;49;50;52;54;57;63;64
2021-07-23;2;3;6;9;10;11;12;23;24;25;33;40;44;45;46;47;66;67;69;70
2021-07-22;1;6;12;14;17;18;29;31;32;37;39;49;55;60;61;63;65;67;68;69
2021-07-21;7;8;13;17;19;23;26;27;29;33;36;38;41;44;48;52;62;63;65;67
2021-07-20;1;2;5;8;10;12;14;20;27;32;35;40;44;49;50;51;56;58;63;68
2021-07-19;3;5;11;12;13;14;16;17;19;24;30;31;36;42;49;51;53;61;62;69
2021-07-18;1;2;10;11;14;19;20;22;24;31;33;38;41;46;47;56;60;65;68;69
2021-07-17;3;6;7;11;12;15;20;27;28;30;31;35;37;39;42;43;53;56;61;68
2021-07-16;3;6;9;11;14;20;21;22;28;29;31;34;38;46;47;48;58;62;64;68
2021-07-15;1;7;15;16;17;18;23;34;35;37;48;49;54;55;59;62;63;64;67;69
2021-07-14;4;7;11;12;15;19;23;28;30;31;37;41;43;44;50;52;55;56;57;59
2021-07-13;6;15;17;18;22;29;32;35;39;42;45;49;52;53;57;60;61;62;66;70
2021-07-12;1;3;8;13;14;15;17;27;30;31;35;36;41;48;49;50;52;53;63;70
2021-07-11;5;12;13;15;16;17;19;22;26;28;30;33;49;51;53;54;60;65;66;70
2021-07-10;6;10;13;14;15;20;21;24;26;33;37;44;45;47;48;54;58;61;63;65
2021-07-09;6;7;8;9;12;15;24;25;29;30;34;38;39;43;48;49;54;57;64;68
2021-07-08;1;3;6;10;15;22;23;24;28;32;34;37;38;39;43;54;55;61;63;67
2021-07-07;4;6;10;18;20;23;32;34;36;37;45;46;50;52;55;57;58;59;66;67
2021-07-06;3;10;13;16;19;24;25;26;33;35;47;53;55;57;59;61;64;65;67;70
2021-07-05;2;6;12;13;17;20;29;30;31;32;33;36;40;50;53;54;56;57;59;64
2021-07-04;4;6;14;18;22;23;26;27;30;31;34;36;38;39;40;47;48;51;54;64
2021-07-03;3;5;7;8;9;11;14;18;24;27;30;33;34;37;43;45;46;49;63;68
2021-07-02;2;5;9;11;12;14;16;17;18;19;22;28;32;46;55;59;60;67;69;70
2021-07-01;3;7;8;10;15;18;23;30;32;35;42;45;46;48;49;56;64;65;67;69
2021-06-30;2;5;9;10;11;13;15;18;26;28;34;40;41;47;48;54;58;61;62;68
2021-06-29;1;2;8;13;16;17;18;19;22;23;26;36;41;50;53;54;56;60;62;66
2021-06-28;1;2;4;7;10;14;19;21;30;32;35;36;37;43;47;50;52;56;63;68
2021-06-27;1;5;12;19;20;22;26;27;30;32;38;41;42;46;53;56;60;61;63;69
2021-06-26;1;2;5;6;7;11;14;17;18;20;22;25;28;35;37;39;43;51;59;67
2021-06-25;3;7;10;13;18;32;36;38;43;48;51;57;59;60;61;65;66;67;68;70
2021-06-24;2;12;15;16;18;26;27;29;33;39;51;52;53;54;55;56;58;59;62;63
2021-06-23;1;7;10;11;15;16;18;24;26;28;39;43;44;47;50;51;53;54;62;69
2021-06-22;8;10;11;16;18;20;24;29;31;33;34;35;41;43;55;56;59;68;69;70
2021-06-21;2;10;15;26;27;28;30;32;34;37;43;44;45;52;54;58;59;64;69;70
2021-06-20;8;10;13;18;19;22;23;25;27;30;33;34;41;45;52;56;61;64;66;69
2021-06-19;5;6;9;17;23;24;25;30;34;35;38;41;45;50;51;52;55;62;64;66
2021-06-18;3;6;15;18;19;23;24;29;30;32;34;36;39;43;44;49;60;62;66;68
2021-06-17;3;5;10;21;28;32;34;36;42;44;47;52;54;55;56;58;63;64;67;69
2021-06-16;3;11;12;17;19;23;26;27;30;31;32;45;49;55;57;59;63;64;66;67
2021-06-15;4;7;8;14;15;16;18;24;26;31;33;41;42;44;57;58;59;62;65;66
2021-06-14;2;6;10;11;12;15;21;24;31;35;40;41;49;50;52;57;58;64;67;70
2021-06-13;2;5;12;16;17;21;23;26;30;32;34;36;43;46;47;50;51;56;58;65
2021-06-12;2;8;10;11;14;20;26;28;31;32;34;39;40;42;44;55;57;62;64;66
2021-06-11;7;10;18;21;22;23;27;30;31;34;35;40;44;45;49;51;54;55;58;66
2021-06-10;4;7;13;15;18;19;20;28;29;31;34;37;38;45;55;56;58;60;66;70
2021-06-09;8;9;10;11;15;16;17;22;23;34;38;42;44;49;52;54;57;58;60;64
2021-06-08;10;11;14;16;19;24;25;27;30;32;35;36;45;50;54;58;61;62;66;67
2021-06-07;5;6;7;11;17;23;26;38;41;43;44;46;48;50;52;53;55;63;65;66
2021-06-06;1;2;8;10;11;12;14;15;17;18;22;30;31;35;40;48;50;53;62;68
2021-06-05;1;2;25;29;30;33;42;43;44;47;50;51;52;53;55;57;58;60;65;67
2021-06-04;1;2;6;11;16;19;24;26;31;37;39;42;46;49;52;55;63;66;68;69
2021-06-03;1;2;3;6;10;14;16;19;32;36;37;43;46;48;49;50;53;54;59;68
2021-06-02;11;15;21;22;23;26;28;29;30;33;36;37;38;42;43;48;60;65;66;67
2021-06-01;2;3;4;10;15;17;26;35;42;43;45;48;50;51;54;56;59;63;64;67
2021-05-31;9;14;18;19;21;28;33;34;35;36;38;41;44;51;54;55;59;61;63;66
2021-05-30;5;6;12;21;25;27;28;29;31;33;37;43;48;51;52;54;55;59;61;63
2021-05-29;4;7;10;11;19;23;26;27;33;35;43;44;45;54;55;57;60;66;67;70
2021-05-28;6;8;14;15;17;19;21;34;35;36;41;43;47;51;53;54;55;56;63;65
2021-05-27;6;8;17;20;22;28;30;31;33;36;38;44;49;51;52;53;54;55;67;69
2021-05-26;4;10;18;26;28;31;33;34;38;39;41;47;49;51;53;58;64;65;67;70
2021-05-25;2;5;8;11;25;26;29;36;37;38;42;44;48;50;55;57;66;67;69;70
2021-05-24;5;7;9;10;16;25;30;33;34;38;40;43;44;45;51;52;53;60;68;70
2021-05-23;3;4;6;13;14;16;17;21;23;26;28;31;34;35;38;39;43;47;56;60
2021-05-22;6;11;13;18;20;22;24;26;27;31;33;34;46;47;49;58;59;61;63;64
2021-05-21;7;12;13;15;18;24;25;29;35;40;41;44;46;55;57;58;60;62;66;68
2021-05-20;2;4;12;16;17;22;26;28;34;39;40;43;48;51;57;58;59;60;63;69
2021-05-19;3;8;19;21;22;28;29;32;33;35;40;41;43;45;46;52;54;56;58;60
2021-05-18;1;2;10;11;20;23;30;34;35;40;43;45;46;53;55;56;58;59;62;64
2021-05-17;2;5;10;15;21;24;26;31;32;37;40;42;43;44;45;46;52;63;67;69
2021-05-16;1;7;8;22;23;25;27;34;35;38;41;42;44;52;54;59;62;63;66;68
2021-05-15;1;2;9;10;11;12;14;19;22;27;29;36;42;45;47;48;50;51;57;68
2021-05-14;3;4;6;10;13;15;16;36;37;45;48;52;55;57;58;59;63;66;67;68
2021-05-13;1;3;4;8;10;17;18;21;22;25;27;35;37;41;48;49;51;55;66;67
2021-05-12;7;10;13;14;19;23;25;31;35;36;38;40;41;48;51;52;55;60;62;66
2021-05-11;4;7;18;20;27;28;31;32;33;34;35;40;46;52;57;60;61;65;67;70
2021-05-10;2;4;9;11;16;17;18;24;25;34;38;39;41;43;45;46;49;52;54;69
2021-05-09;6;13;22;24;26;27;28;32;33;34;35;38;40;45;46;49;53;58;60;66
2021-05-08;2;5;7;21;23;34;35;39;40;43;45;46;48;50;53;55;58;59;66;68
2021-05-07;2;9;10;12;15;16;24;25;30;32;35;39;44;50;58;59;65;66;67;70
2021-05-06;5;8;9;12;15;18;21;22;24;28;30;36;40;45;47;53;60;62;64;65
2021-05-05;1;7;9;12;17;18;22;34;35;42;43;45;46;48;49;50;57;62;67;69
2021-05-04;2;5;11;15;16;18;22;23;24;25;31;33;38;40;43;49;57;62;64;67
2021-05-03;1;4;5;8;13;15;16;19;21;25;26;30;44;47;50;51;52;53;62;64
2021-05-02;1;7;8;15;18;24;30;33;37;41;42;43;45;47;49;50;56;58;61;62
2021-05-01;2;4;13;14;15;23;24;27;30;37;42;44;47;54;55;59;60;61;62;66
2021-04-30;4;7;9;19;22;24;26;30;31;32;34;38;43;50;54;58;64;66;69;70
2021-04-29;2;5;13;16;21;25;26;29;30;40;43;46;49;51;56;58;59;65;66;70
2021-04-28;7;14;15;16;19;20;21;26;34;35;40;53;54;56;60;61;64;65;67;70
2021-04-27;3;4;7;8;12;14;20;23;25;27;31;32;35;37;45;47;50;56;60;63
2021-04-26;4;11;14;16;17;22;27;32;34;38;41;43;45;47;52;53;57;60;61;63
2021-04-25;2;17;18;20;22;31;32;33;35;36;44;45;47;48;50;55;57;58;63;70
2021-04-24;1;5;6;10;12;19;23;25;29;30;36;37;38;39;44;55;61;63;67;69
2021-04-23;2;20;22;25;27;29;32;33;36;40;49;51;55;58;59;60;62;65;66;68
2021-04-22;1;2;6;10;12;14;19;22;23;32;35;37;53;56;58;61;62;64;65;69
2021-04-21;2;3;6;9;10;17;19;20;22;23;28;30;34;38;39;49;51;55;56;59
2021-04-20;1;8;24;26;32;35;36;37;40;42;46;47;51;53;58;59;61;65;66;69
2021-04-19;2;3;4;7;8;9;10;12;17;18;23;39;47;52;53;55;58;59;64;68
2021-04-18;4;8;14;18;20;29;35;36;39;43;45;46;47;54;55;56;61;64;65;66
2021-04-17;3;7;17;18;19;22;25;27;28;32;38;39;42;47;49;54;60;62;63;66
2021-04-16;1;3;4;9;11;13;15;19;25;34;35;37;40;46;49;52;53;62;64;67
2021-04-15;2;5;12;16;18;19;23;29;30;32;33;37;41;44;48;49;55;63;64;67
2021-04-14;1;3;11;13;16;20;23;30;31;37;44;45;46;47;53;54;56;57;58;59
2021-04-13;4;5;8;15;19;22;23;24;30;37;42;43;48;52;53;56;63;66;69;70
2021-04-12;4;5;8;13;15;16;17;24;31;46;49;51;53;57;60;65;66;68;69;70
2021-04-11;3;7;14;16;22;23;25;26;29;36;37;39;42;45;46;48;51;53;54;57
2021-04-10;6;10;11;12;13;14;24;28;34;38;42;43;46;51;55;58;60;64;65;70
2021-04-09;1;14;21;24;25;35;36;37;41;43;44;45;53;54;62;64;66;67;68;70
2021-04-08;3;11;20;21;22;25;26;29;32;36;38;42;44;46;47;62;63;66;68;70
2021-04-07;10;14;20;27;32;33;35;37;38;40;43;45;46;47;49;53;56;62;65;66
2021-04-06;3;4;14;22;28;32;34;35;36;37;39;42;45;48;50;55;58;59;63;70
2021-04-05;2;9;10;11;13;18;20;28;38;39;44;49;53;54;58;60;63;64;67;70
2021-04-04;3;5;11;16;24;32;33;35;36;38;40;42;44;46;48;52;62;65;66;70
2021-04-03;3;6;11;12;17;20;22;24;25;28;32;39;41;42;43;45;48;57;58;63
2021-04-02;3;7;13;16;19;25;26;37;38;40;46;48;51;54;58;63;64;65;67;68
2021-04-01;1;2;4;5;7;9;12;14;21;27;29;34;37;40;47;59;61;65;68;69
2021-03-31;2;6;8;10;14;20;21;24;28;31;41;49;52;54;56;57;58;63;65;68
2021-03-30;2;5;8;9;12;13;15;17;21;24;27;36;37;41;43;44;58;59;66;70
2021-03-29;9;12;13;16;20;22;24;25;31;36;37;42;49;50;53;56;57;62;63;67
2021-03-28;1;2;4;6;7;13;25;29;32;37;40;44;49;50;55;60;61;62;64;65
2021-03-27;6;10;11;19;29;35;39;41;42;43;46;47;51;58;60;64;66;68;69;70
2021-03-26;9;10;12;13;20;23;24;27;33;36;42;50;51;52;56;59;60;64;67;68
2021-03-25;1;3;7;15;21;26;29;30;31;32;38;51;53;57;58;61;62;63;66;68
2021-03-24;4;8;12;13;14;15;20;22;24;26;30;33;47;48;49;58;63;65;67;68
2021-03-23;2;3;6;13;15;18;19;22;23;28;30;32;36;40;41;43;49;55;68;70
2021-03-22;5;7;12;14;23;32;37;39;40;45;46;47;50;55;56;59;61;62;69;70
2021-03-21;6;9;10;15;17;19;24;29;33;35;40;41;47;49;52;57;59;61;62;70
2021-03-20;3;4;5;9;14;17;25;32;34;35;37;38;46;47;55;59;66;67;68;69
2021-03-19;6;8;11;14;17;18;19;20;30;32;33;34;38;41;47;49;53;57;62;70
2021-03-18;6;9;16;19;26;28;32;34;36;37;40;46;48;51;52;54;57;65;66;68
2021-03-17;4;6;15;16;22;26;29;34;37;45;46;47;49;55;56;61;63;65;66;68
2021-03-16;1;14;17;19;20;27;32;34;35;37;38;42;50;54;55;57;58;63;66;68
